Material Entity,Social Relation,Sentence
attire,enemy,"Over and over again we have been told by men and women, when we have remonstrated with them on account of their scanty attire ‘Yes, it is quite true that we have abundance of clothes at home, but, if we were always to wear them, some enemy or other would prevail on a demon to take possession of us, and kill us.’"
attire,priest,"As in Brāhmanical marriages, the rolling of a cocoanut to and fro is gone through, the temple priest or an elderly Dāsi, dressed in male attire, acting the part of the bridegroom."
attire,native,"According to another account, the Kōmati of set purpose unbinds the toe-ring of his native shoes (chērupu), and summons the Mādiga, whose function it is to make and repair these articles of attire."
axe,barber,"Bad.—A barber, a patient, a person with some bodily defect, fuel, oil, a donkey, a pick-axe, a broom, and a fan."
axe,landlord,"When a member of the caste breathes his last, the landlord gives a spade to dig the grave, an axe or knife for cutting wood to serve as fuel if the corpse is to be burned, a piece of cloth for covering the dead body, and also some paddy and millet to meet the funeral expenses."
axe,blacksmith,"During the seed-sowing festival, Mr. Harkness, writing in 1832,8 informs us, “offerings are made in the temples, and, on the day of the full moon, after the whole have partaken of a feast, the blacksmith and the gold and silversmith, constructing separately a forge and furnace within the temple, each makes something in the way of has avocation, the blacksmith a chopper or axe, the silversmith a ring or other kind of ornament.”"
axe,ancestor,"There is a tradition that, in olden days, four Kondhs, named Kasi, Mendora, Bolti, and Bolo, with eyes the size of brass pots, teeth like axe-heads, and ears like elephant’s ears, brought their ancestor Mandia Pātro from Jorasingi in Boad, and gave him and his children authority all over the country now comprised in Mahasingi, and in Kurtilli Barakhumma, Bodogodo, Balliguda, and Pussangia, on condition of settling their disputes, and aiding them in their rights."
axe,mother,"Parasu Rāma (Rāma of the axe), an incarnation of Vishnu, had, according to the purānic story, slain his mother in a fit of wrath, and was advised by the sages to expiate his sin by extirpating the Kshatriyas twenty-one times."
axe,patient,"Bad.—A barber, a patient, a person with some bodily defect, fuel, oil, a donkey, a pick-axe, a broom, and a fan."
badge,bridegroom,"At weddings, the bridegroom’s sister ties the tāli (marriage badge)."
badge,bridegroom,"The parents of the bridegroom pay twelve rupees to the bride’s father, and a tāli (marriage badge) worth twelve annas is tied round the bride’s neck."
badge,bridegroom,A bottu (marriage badge) is tied round the bride’s neck by the bridegroom’s sister.”
badge,bride,"During the marriage ceremony, the bridegroom carries a dagger (katar) with a lime stuck on its tip, and partly covered with a cloth, when he proceeds to the bride’s house with a bamboo, new clothes, the tāli (marriage badge), jewels, wrist-thread (kankanam), fruits, cocoanuts, rice, and a new mat, camphor, etc."
badge,bride,"The tying of the tāli (marriage badge) is said to have been tried in former days as part of the marriage ceremony, but, as the bride always died, the practice was discontinued."
badge,bridegroom,"At the marriage ceremony, the bridegroom’s sister takes up the tāli (marriage badge), and, after showing it to those assembled, ties it tightly round the neck of the bride."
badge,bride,"When the bridegroom and his party proceed to the bride’s hut for the ceremony of tying the bottu (marriage badge), they are stopped by a rope or bamboo screen, which is held by the relations of the bride and others."
badge,bride,"On the following day the bridegroom arrives at the pandal, and, after raising the tāli (marriage badge) three times towards heaven, and, invoking a blessing from on high, ties it round the bride’s neck."
badge,bride,"Widows are allowed to remarry once, and the sathamānam (marriage badge) is tied by the new husband on the neck of the bride, who has, as in the Gūdala caste, to sit near a mortar."
badge,bridegroom,"These are continued till sunrise, when the priest hands over the marriage badge to the bridegroom, who ties it round the neck of the bride."
badge,bridegroom,"The tāli (or marriage badge) is tied round the neck of the bride by the female relations of the bridegroom, who also invest the bride with such crude jewelry as they may be able to afford."
badge,bride,"The bridegroom’s mother or sister ties the tāli (marriage badge) of gold or silver round the bride’s neck, and her father puts a turban on the head of the bridegroom."
badge,bridegroom,"This ceremony is binding, and, should the bridegroom perchance die before the bottu (marriage badge) is tied, she becomes, and remains a widow."
badge,bridegroom,"During the marriage ceremony, the bridegroom carries a dagger (katar) with a lime stuck on its tip, and partly covered with a cloth, when he proceeds to the bride’s house with a bamboo, new clothes, the tāli (marriage badge), jewels, wrist-thread (kankanam), fruits, cocoanuts, rice, and a new mat, camphor, etc."
badge,bride,"This ceremonial takes place towards evening, as the marriage badge is tied on the bride’s neck during the night."
badge,bridegroom,"After bathing, the couple are seated on a dais within the marriage pandal (booth), and the bridegroom ties the tāli (marriage badge) on the neck of the bride, and their hands are joined by the Mūppan (headman)."
badge,bridegroom,"A bottu (marriage badge) is tied on the neck of the bride by the bridegroom, and the hands of the contracting couple are united (hasthagōnthi) as among the Oriyas."
badge,bride,"Among the Tinnevelly Āndis, the sister of the bridegroom ties the tāli (marriage badge) round the bride’s neck, which is not usual.”"
badge,bride,"The tāli or bottu (gold marriage badge) is attached to a cotton thread dyed with turmeric, and, among some castes, the tying together of the hands of the bride and bridegroom with such a thread is the binding portion of the ceremony."
